"Source","Target","Type"
"James Duddridge","Stmt, amdd w/ind votes (No)","Undirected"
"David Duguid","Stmt, amdd w/ind votes (No)","Undirected"
"Emma Hardy","Stmt, amdd w/ind votes (Aye)","Undirected"
"Peter Kyle","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mr Iain Duncan Smith","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Alan Duncan","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Philip Dunne","Stmt, amdd w/ind votes (No)","Undirected"
"Michael Ellis","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Tobias Ellwood","Stmt, amdd w/ind votes (No)","Undirected"
"Charlie Elphicke","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Nigel Evans","Stmt, amdd w/ind votes (No)","Undirected"
"Sir David Evennett","Stmt, amdd w/ind votes (No)","Undirected"
"Michael Fabricant","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Michael Fallon","Stmt, amdd w/ind votes (No)","Undirected"
"Lesley Laird","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mark Field","Stmt, amdd w/ind votes (No)","Undirected"
"Caroline Flint","Stmt, amdd w/ind votes (No)","Undirected"
"Vicky Ford","Stmt, amdd w/ind votes (No)","Undirected"
"Kevin Foster","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Liam Fox","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Mark Francois","Stmt, amdd w/ind votes (No)","Undirected"
"Lucy Frazer","Stmt, amdd w/ind votes (No)","Undirected"
"Mike Freer","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Marcus Fysh","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Roger Gale","Stmt, amdd w/ind votes (No)","Undirected"
"Ben Lake","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mark Garnier","Stmt, amdd w/ind votes (No)","Undirected"
"Mr David Gauke","Stmt, amdd w/ind votes (No)","Undirected"
"Ms Nusrat Ghani","Stmt, amdd w/ind votes (No)","Undirected"
"Nick Gibb","Stmt, amdd w/ind votes (No)","Undirected"
"Dame Cheryl Gillan","Stmt, amdd w/ind votes (No)","Undirected"
"Paul Girvan","Stmt, amdd w/ind votes (No)","Undirected"
"John Glen","Stmt, amdd w/ind votes (No)","Undirected"
"Zac Goldsmith","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Robert Goodwill","Stmt, amdd w/ind votes (No)","Undirected"
"Michael Gove","Stmt, amdd w/ind votes (No)","Undirected"
"Norman Lamb","Stmt, amdd w/ind votes (Aye)","Undirected"
"Luke Graham","Stmt, amdd w/ind votes (No)","Undirected"
"Richard Graham","Stmt, amdd w/ind votes (No)","Undirected"
"Bill Grant","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Helen Grant","Stmt, amdd w/ind votes (No)","Undirected"
"James Gray","Stmt, amdd w/ind votes (No)","Undirected"
"Chris Grayling","Stmt, amdd w/ind votes (No)","Undirected"
"Chris Green","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Griffiths","Stmt, amdd w/ind votes (No)","Undirected"
"Caroline Nokes","Stmt, amdd w/ind votes (No)","Undirected"
"Jesse Norman","Stmt, amdd w/ind votes (No)","Undirected"
"Mr David Lammy","Stmt, amdd w/ind votes (Aye)","Undirected"
"Neil O'Brien","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Matthew Offord","Stmt, amdd w/ind votes (No)","Undirected"
"Guy Opperman","Stmt, amdd w/ind votes (No)","Undirected"
"Ian Paisley","Stmt, amdd w/ind votes (No)","Undirected"
"Neil Parish","Stmt, amdd w/ind votes (No)","Undirected"
"Priti Patel","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Owen Paterson","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Mike Penning","Stmt, amdd w/ind votes (No)","Undirected"
"John Penrose","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Percy","Stmt, amdd w/ind votes (No)","Undirected"
"Ian Lavery","Stmt, amdd w/ind votes (Aye)","Undirected"
"Claire Perry","Stmt, amdd w/ind votes (No)","Undirected"
"Chris Philp","Stmt, amdd w/ind votes (No)","Undirected"
"Christopher Pincher","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Dan Poulter","Stmt, amdd w/ind votes (No)","Undirected"
"Rebecca Pow","Stmt, amdd w/ind votes (No)","Undirected"
"Victoria Prentis","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Mark Prisk","Stmt, amdd w/ind votes (No)","Undirected"
"Mark Pritchard","Stmt, amdd w/ind votes (No)","Undirected"
"Tom Pursglove","Stmt, amdd w/ind votes (No)","Undirected"
"Jeremy Quin","Stmt, amdd w/ind votes (No)","Undirected"
"Chris Law","Stmt, amdd w/ind votes (Aye)","Undirected"
"Will Quince","Stmt, amdd w/ind votes (No)","Undirected"
"Dominic Raab","Stmt, amdd w/ind votes (No)","Undirected"
"John Redwood","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Jacob Rees-Mogg","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Laurence Robertson","Stmt, amdd w/ind votes (No)","Undirected"
"Gavin Robinson","Stmt, amdd w/ind votes (No)","Undirected"
"Mary Robinson","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Rosindell","Stmt, amdd w/ind votes (No)","Undirected"
"Douglas Ross","Stmt, amdd w/ind votes (No)","Undirected"
"Lee Rowley","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Phillip Lee","Stmt, amdd w/ind votes (Aye)","Undirected"
"Amber Rudd","Stmt, amdd w/ind votes (No)","Undirected"
"David Rutley","Stmt, amdd w/ind votes (No)","Undirected"
"Paul Scully","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Bob Seely","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Selous","Stmt, amdd w/ind votes (No)","Undirected"
"Jim Shannon","Stmt, amdd w/ind votes (No)","Undirected"
"Grant Shapps","Stmt, amdd w/ind votes (No)","Undirected"
"Alok Sharma","Stmt, amdd w/ind votes (No)","Undirected"
"Alec Shelbrooke","Stmt, amdd w/ind votes (No)","Undirected"
"David Simpson","Stmt, amdd w/ind votes (No)","Undirected"
"Karen Lee","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mr Keith Simpson","Stmt, amdd w/ind votes (No)","Undirected"
"Chris Skidmore","Stmt, amdd w/ind votes (No)","Undirected"
"Chloe Smith","Stmt, amdd w/ind votes (No)","Undirected"
"Henry Smith","Stmt, amdd w/ind votes (No)","Undirected"
"Julian Smith","Stmt, amdd w/ind votes (No)","Undirected"
"Royston Smith","Stmt, amdd w/ind votes (No)","Undirected"
"Gareth Snell","Stmt, amdd w/ind votes (No)","Undirected"
"Mark Spencer","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Stephenson","Stmt, amdd w/ind votes (No)","Undirected"
"Bob Stewart","Stmt, amdd w/ind votes (No)","Undirected"
"Jeremy Lefroy","Stmt, amdd w/ind votes (Aye)","Undirected"
"Iain Stewart","Stmt, amdd w/ind votes (No)","Undirected"
"Rory Stewart","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Gary Streeter","Stmt, amdd w/ind votes (No)","Undirected"
"Mel Stride","Stmt, amdd w/ind votes (No)","Undirected"
"Graham Stringer","Stmt, amdd w/ind votes (No)","Undirected"
"Graham Stuart","Stmt, amdd w/ind votes (No)","Undirected"
"Julian Sturdy","Stmt, amdd w/ind votes (No)","Undirected"
"Rishi Sunak","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Desmond Swayne","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Hugo Swire","Stmt, amdd w/ind votes (No)","Undirected"
"Ms Harriet Harman","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mr Chris Leslie","Stmt, amdd w/ind votes (Aye)","Undirected"
"Sir Robert Syms","Stmt, amdd w/ind votes (No)","Undirected"
"Derek Thomas","Stmt, amdd w/ind votes (No)","Undirected"
"Ross Thomson","Stmt, amdd w/ind votes (No)","Undirected"
"Maggie Throup","Stmt, amdd w/ind votes (No)","Undirected"
"Kelly Tolhurst","Stmt, amdd w/ind votes (No)","Undirected"
"Justin Tomlinson","Stmt, amdd w/ind votes (No)","Undirected"
"Michael Tomlinson","Stmt, amdd w/ind votes (No)","Undirected"
"Craig Tracey","Stmt, amdd w/ind votes (No)","Undirected"
"David Tredinnick","Stmt, amdd w/ind votes (No)","Undirected"
"Anne-Marie Trevelyan","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Oliver Letwin","Stmt, amdd w/ind votes (Aye)","Undirected"
"Elizabeth Truss","Stmt, amdd w/ind votes (No)","Undirected"
"Tom Tugendhat","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Shailesh Vara","Stmt, amdd w/ind votes (No)","Undirected"
"Martin Vickers","Stmt, amdd w/ind votes (No)","Undirected"
"Theresa Villiers","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Charles Walker","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Robin Walker","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Ben Wallace","Stmt, amdd w/ind votes (No)","Undirected"
"David Warburton","Stmt, amdd w/ind votes (No)","Undirected"
"Matt Warman","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Emma Lewell-Buck","Stmt, amdd w/ind votes (Aye)","Undirected"
"Giles Watling","Stmt, amdd w/ind votes (No)","Undirected"
"Helen Whately","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Heather Wheeler","Stmt, amdd w/ind votes (No)","Undirected"
"Craig Whittaker","Stmt, amdd w/ind votes (No)","Undirected"
"Mr John Whittingdale","Stmt, amdd w/ind votes (No)","Undirected"
"Bill Wiggin","Stmt, amdd w/ind votes (No)","Undirected"
"Gavin Williamson","Stmt, amdd w/ind votes (No)","Undirected"
"Sammy Wilson","Stmt, amdd w/ind votes (No)","Undirected"
"Mike Wood","Stmt, amdd w/ind votes (No)","Undirected"
"Mr William Wragg","Stmt, amdd w/ind votes (No)","Undirected"
"Clive Lewis","Stmt, amdd w/ind votes (Aye)","Undirected"
"Jeremy Wright","Stmt, amdd w/ind votes (No)","Undirected"
"Nadhim Zahawi","Stmt, amdd w/ind votes (No)","Undirected"
"Kirstene Hair","Stmt, amdd w/ind votes (No)","Undirected"
"Robert Halfon","Stmt, amdd w/ind votes (No)","Undirected"
"Luke Hall","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Philip Hammond","Stmt, amdd w/ind votes (No)","Undirected"
"Stephen Hammond","Stmt, amdd w/ind votes (No)","Undirected"
"Matt Hancock","Stmt, amdd w/ind votes (No)","Undirected"
"Greg Hands","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Mark Harper","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Ivan Lewis","Stmt, amdd w/ind votes (Aye)","Undirected"
"Rebecca Harris","Stmt, amdd w/ind votes (No)","Undirected"
"Trudy Harrison","Stmt, amdd w/ind votes (No)","Undirected"
"Simon Hart","Stmt, amdd w/ind votes (No)","Undirected"
"Sir John Hayes","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Oliver Heald","Stmt, amdd w/ind votes (No)","Undirected"
"James Heappey","Stmt, amdd w/ind votes (No)","Undirected"
"Chris Heaton-Harris","Stmt, amdd w/ind votes (No)","Undirected"
"Peter Heaton-Jones","Stmt, amdd w/ind votes (No)","Undirected"
"Gordon Henderson","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Stephen Hepburn","Stmt, amdd w/ind votes (No)","Undirected"
"David Linden","Stmt, amdd w/ind votes (Aye)","Undirected"
"Nick Herbert","Stmt, amdd w/ind votes (No)","Undirected"
"Lady Hermon","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Damian Hinds","Stmt, amdd w/ind votes (No)","Undirected"
"Simon Hoare","Stmt, amdd w/ind votes (No)","Undirected"
"Kate Hoey","Stmt, amdd w/ind votes (No)","Undirected"
"George Hollingbery","Stmt, amdd w/ind votes (No)","Undirected"
"Kevin Hollinrake","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Philip Hollobone","Stmt, amdd w/ind votes (No)","Undirected"
"Adam Holloway","Stmt, amdd w/ind votes (No)","Undirected"
"John Howell","Stmt, amdd w/ind votes (No)","Undirected"
"Stephen Lloyd","Stmt, amdd w/ind votes (Aye)","Undirected"
"Nigel Huddleston","Stmt, amdd w/ind votes (No)","Undirected"
"Eddie Hughes","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Jeremy Hunt","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Nick Hurd","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Alister Jack","Stmt, amdd w/ind votes (No)","Undirected"
"Margot James","Stmt, amdd w/ind votes (No)","Undirected"
"Sajid Javid","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Ranil Jayawardena","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Bernard Jenkin","Stmt, amdd w/ind votes (No)","Undirected"
"Andrea Jenkyns","Stmt, amdd w/ind votes (No)","Undirected"
"Tony Lloyd","Stmt, amdd w/ind votes (Aye)","Undirected"
"Robert Jenrick","Stmt, amdd w/ind votes (No)","Undirected"
"Boris Johnson","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Caroline Johnson","Stmt, amdd w/ind votes (No)","Undirected"
"Gareth Johnson","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Jones","Stmt, amdd w/ind votes (No)","Undirected"
"Mr David Jones","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Marcus Jones","Stmt, amdd w/ind votes (No)","Undirected"
"Daniel Kawczynski","Stmt, amdd w/ind votes (No)","Undirected"
"Gillian Keegan","Stmt, amdd w/ind votes (No)","Undirected"
"Seema Kennedy","Stmt, amdd w/ind votes (No)","Undirected"
"Rebecca Long Bailey","Stmt, amdd w/ind votes (Aye)","Undirected"
"Stephen Kerr","Stmt, amdd w/ind votes (No)","Undirected"
"Julian Knight","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Greg Knight","Stmt, amdd w/ind votes (No)","Undirected"
"Kwasi Kwarteng","Stmt, amdd w/ind votes (No)","Undirected"
"John Lamont","Stmt, amdd w/ind votes (No)","Undirected"
"Mark Lancaster","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Pauline Latham","Stmt, amdd w/ind votes (No)","Undirected"
"Andrea Leadsom","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Edward Leigh","Stmt, amdd w/ind votes (No)","Undirected"
"Andrew Lewer","Stmt, amdd w/ind votes (No)","Undirected"
"Caroline Lucas","Stmt, amdd w/ind votes (Aye)","Undirected"
"Brandon Lewis","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Julian Lewis","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Ian Liddell-Grainger","Stmt, amdd w/ind votes (No)","Undirected"
"Mr David Lidington","Stmt, amdd w/ind votes (No)","Undirected"
"Emma Little Pengelly","Stmt, amdd w/ind votes (No)","Undirected"
"Julia Lopez","Stmt, amdd w/ind votes (No)","Undirected"
"Jack Lopresti","Stmt, amdd w/ind votes (No)","Undirected"
"Mr Jonathan Lord","Stmt, amdd w/ind votes (No)","Undirected"
"Tim Loughton","Stmt, amdd w/ind votes (No)","Undirected"
"Craig Mackinlay","Stmt, amdd w/ind votes (No)","Undirected"
"Richard Harrington","Stmt, amdd w/ind votes (Aye)","Undirected"
"Ian C. Lucas","Stmt, amdd w/ind votes (Aye)","Undirected"
"Rachel Maclean","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Anne Main","Stmt, amdd w/ind votes (No)","Undirected"
"Alan Mak","Stmt, amdd w/ind votes (No)","Undirected"
"Kit Malthouse","Stmt, amdd w/ind votes (No)","Undirected"
"John Mann","Stmt, amdd w/ind votes (No)","Undirected"
"Scott Mann","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Theresa May","Stmt, amdd w/ind votes (No)","Undirected"
"Paul Maynard","Stmt, amdd w/ind votes (No)","Undirected"
"Sir Patrick McLoughlin","Stmt, amdd w/ind votes (No)","Undirected"
"Stephen McPartland","Stmt, amdd w/ind votes (No)","Undirected"
"Holly Lynch","Stmt, amdd w/ind votes (Aye)","Undirected"
"Esther McVey","Stmt, amdd w/ind votes (No)","Undirected"
"Mark Menzies","Stmt, amdd w/ind votes (No)","Undirected"
"Johnny Mercer","Stmt, amdd w/ind votes (No)","Undirected"
"Huw Merriman","Stmt, amdd w/ind votes (No)","Undirected"
"Stephen Metcalfe","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Maria Miller","Stmt, amdd w/ind votes (No)","Undirected"
"Amanda Milling","Stmt, amdd w/ind votes (No)","Undirected"
"Nigel Mills","Stmt, amdd w/ind votes (No)","Undirected"
"Anne Milton","Stmt, amdd w/ind votes (No)","Undirected"
"Damien Moore","Stmt, amdd w/ind votes (No)","Undirected"
"Angus Brendan MacNeil","Stmt, amdd w/ind votes (Aye)","Undirected"
"Penny Mordaunt","Stmt, amdd w/ind votes (No)","Undirected"
"Anne Marie Morris","Stmt, amdd w/ind votes (No)","Undirected"
"David Morris","Stmt, amdd w/ind votes (No)","Undirected"
"James Morris","Stmt, amdd w/ind votes (No)","Undirected"
"Wendy Morton","Stmt, amdd w/ind votes (No)","Undirected"
"David Mundell","Stmt, amdd w/ind votes (No)","Undirected"
"Mrs Sheryll Murray","Stmt, amdd w/ind votes (No)","Undirected"
"Dr Andrew Murrison","Stmt, amdd w/ind votes (No)","Undirected"
"Justin Madders","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mr Khalid Mahmood","Stmt, amdd w/ind votes (Aye)","Undirected"
"Shabana Mahmood","Stmt, amdd w/ind votes (Aye)","Undirected"
"Seema Malhotra","Stmt, amdd w/ind votes (Aye)","Undirected"
"Gordon Marsden","Stmt, amdd w/ind votes (Aye)","Undirected"
"Sandy Martin","Stmt, amdd w/ind votes (Aye)","Undirected"
"Rachael Maskell","Stmt, amdd w/ind votes (Aye)","Undirected"
"Carolyn Harris","Stmt, amdd w/ind votes (Aye)","Undirected"
"Paul Masterton","Stmt, amdd w/ind votes (Aye)","Undirected"
"Christian Matheson","Stmt, amdd w/ind votes (Aye)","Undirected"
"Steve McCabe","Stmt, amdd w/ind votes (Aye)","Undirected"
"Kerry McCarthy","Stmt, amdd w/ind votes (Aye)","Undirected"
"Siobhain McDonagh","Stmt, amdd w/ind votes (Aye)","Undirected"
"Andy McDonald","Stmt, amdd w/ind votes (Aye)","Undirected"
"Stewart Malcolm McDonald","Stmt, amdd w/ind votes (Aye)","Undirected"
"Stuart C. McDonald","Stmt, amdd w/ind votes (Aye)","Undirected"
"John McDonnell","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mr Pat McFadden","Stmt, amdd w/ind votes (Aye)","Undirected"
"Helen Hayes","Stmt, amdd w/ind votes (Aye)","Undirected"
"Conor McGinn","Stmt, amdd w/ind votes (Aye)","Undirected"
"Alison McGovern","Stmt, amdd w/ind votes (Aye)","Undirected"
"Liz McInnes","Stmt, amdd w/ind votes (Aye)","Undirected"
"Catherine McKinnell","Stmt, amdd w/ind votes (Aye)","Undirected"
"Jim McMahon","Stmt, amdd w/ind votes (Aye)","Undirected"
"Anna McMorrin","Stmt, amdd w/ind votes (Aye)","Undirected"
"Ian Mearns","Stmt, amdd w/ind votes (Aye)","Undirected"
"Edward Miliband","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mr Andrew Mitchell","Stmt, amdd w/ind votes (Aye)","Undirected"
"Carol Monaghan","Stmt, amdd w/ind votes (Aye)","Undirected"
"Sue Hayman","Stmt, amdd w/ind votes (Aye)","Undirected"
"Mrs Madeleine Moon","Stmt, amdd w/ind votes (Aye)","Undirected"
"Layla Moran","Stmt, amdd w/ind votes (Aye)","Undirected"
"Jessica Morden","Stmt, amdd w/ind votes (Aye)","Undirected"
"Nicky Morgan","Stmt, amdd w/ind votes (Aye)","Undirected"
"Stephen Morgan","Stmt, amdd w/ind votes (Aye)","Undirected"
"Grahame Morris","Stmt, amdd w/ind votes (Aye)","Undirected"
"Ian Murray","Stmt, amdd w/ind votes (Aye)","Undirected"
"Lisa Nandy","Stmt, amdd w/ind votes (Aye)","Undirected"
"Robert Neill","Stmt, amdd w/ind votes (Aye)","Undirected"
"Gavin Newlands","Stmt, amdd w/ind votes (Aye)","Undirected"
"George Eustice","Ind 1, EFTA and EEA (Aye)","Undirected"
"Robert Halfon","Ind 1, EFTA and EEA (Aye)","Undirected"
"Mark Field","Ind 1, EFTA and EEA (No)","Undirected"
"Mike Freer","Ind 1, EFTA and EEA (No)","Undirected"
"Mr Mark Francois","Ind 1, EFTA and EEA (No)","Undirected"
"Mrs Helen Grant","Ind 1, EFTA and EEA (No)","Undirected"
"Mr Kevan Jones","Ind 1, EFTA and EEA (No)","Undirected"
"Seema Kennedy","Ind 1, EFTA and EEA (No)","Undirected"
"Fabian Hamilton","Ind 1, EFTA and EEA (No)","Undirected"
"Sir Bernard Jenkin","Ind 1, EFTA and EEA (No)","Undirected"
"David Hanson","Ind 1, EFTA and EEA (No)","Undirected"
"Lilian Greenwood","Ind 1, EFTA and EEA (No)","Undirected"
"John Stevenson","Ind 1, EFTA and EEA (Aye)","Undirected"
"Guy Opperman","Ind 1, EFTA and EEA (No)","Undirected"
"Kit Malthouse","Ind 1, EFTA and EEA (No)","Undirected"
"Mrs Maria Miller","Ind 1, EFTA and EEA (No)","Undirected"
"Mr Jacob Rees-Mogg","Ind 1, EFTA and EEA (No)","Undirected"
"Will Quince","Ind 1, EFTA and EEA (No)","Undirected"
"Douglas Ross","Ind 1, EFTA and EEA (No)","Undirected"
"Justin Tomlinson","Ind 1, EFTA and EEA (No)","Undirected"
"Chloe Smith","Ind 1, EFTA and EEA (No)","Undirected"
"Mr Shailesh Vara","Ind 1, EFTA and EEA (No)","Undirected"
"Grant Shapps","Ind 1, EFTA and EEA (No)","Undirected"
"Sir Gary Streeter","Ind 1, EFTA and EEA (Aye)","Undirected"
"Dr Thérèse Coffey","Ind 1, EFTA and EEA (No)","Undirected"
"Victoria Atkins","Ind 1, EFTA and EEA (No)","Undirected"
"Edward Argar","Ind 1, EFTA and EEA (No)","Undirected"
"Neil Coyle","Ind 1, EFTA and EEA (No)","Undirected"
"Mrs Kemi Badenoch","Ind 1, EFTA and EEA (No)","Undirected"
"Mims Davies","Ind 1, EFTA and EEA (No)","Undirected"
"Chris Elmore","Ind 1, EFTA and EEA (No)","Undirected"
"Rebecca Harris","Ind 1, EFTA and EEA (No)","Undirected"
"Kate Green","Ind 1, EFTA and EEA (No)","Undirected"
"Dr Rupa Huq","Ind 1, EFTA and EEA (No)","Undirected"
"David Tredinnick","Ind 1, EFTA and EEA (Aye)","Undirected"
"Ms Nusrat Ghani","Ind 1, EFTA and EEA (No)","Undirected"
"Charlie Elphicke","Ind 1, EFTA and EEA (No)","Undirected"
"Marion Fellows","Ind 1, EFTA and EEA (No)","Undirected"
"Clive Efford","Ind 1, EFTA and EEA (No)","Undirected"
"Ms Nadine Dorries","Ind 1, EFTA and EEA (No)","Undirected"
"Jack Dromey","Ind 1, EFTA and EEA (No)","Undirected"
"Bill Esterson","Ind 1, EFTA and EEA (No)","Undirected"
"Michael Fabricant","Ind 1, EFTA and EEA (No)","Undirected"
"Martin Docherty-Hughes","Ind 1, EFTA and EEA (No)","Undirected"
"Helen Goodman","Ind 1, EFTA and EEA (No)","Undirected"
"Sir Oliver Letwin","Ind 1, EFTA and EEA (Aye)","Undirected"
"Greg Hands","Ind 1, EFTA and EEA (No)","Undirected"
"Stephen Gethins","Ind 1, EFTA and EEA (No)","Undirected"
"Wera Hobhouse","Ind 1, EFTA and EEA (No)","Undirected"
"Liz Kendall","Ind 1, EFTA and EEA (No)","Undirected"
