"Source","Target","Type","Weight","CountEither","CountBoth"
3081,3461,"Undirected",0.135416666666667,288,39
3080,3461,"Undirected",0.00654664484451719,611,4
3071,3461,"Undirected",0.90228013029316,307,277
3070,3461,"Undirected",0.00819672131147541,610,5
3101,3461,"Undirected",0.87220447284345,313,273
3100,3461,"Undirected",0.00827814569536424,604,5
3091,3461,"Undirected",0.9,310,279
3090,3461,"Undirected",0.00827814569536424,604,5
3121,3461,"Undirected",0.88785046728972,321,285
3111,3461,"Undirected",0.882736156351791,307,271
3110,3461,"Undirected",0.0066006600660066,606,4
3131,3461,"Undirected",0.00165562913907285,604,1
3130,3461,"Undirected",0.931147540983607,305,284
2920,3461,"Undirected",0.48,600,288
2931,3461,"Undirected",0.00409836065573771,488,2
2930,3461,"Undirected",0.651376146788991,436,284
2961,3461,"Undirected",0.89171974522293,314,280
2960,3461,"Undirected",0.00822368421052632,608,5
3330,3461,"Undirected",0.912621359223301,309,282
3321,3461,"Undirected",0.318339100346021,289,92
3320,3461,"Undirected",0.00166112956810631,602,1
3311,3461,"Undirected",0.89171974522293,314,280
3310,3461,"Undirected",0.00826446280991736,605,5
3451,3461,"Undirected",0.754152823920266,301,227
3450,3461,"Undirected",0.00163934426229508,610,1
3080,3460,"Undirected",0.943283582089552,335,316
3071,3460,"Undirected",0.00486223662884927,617,3
3070,3460,"Undirected",0.9375,336,315
3101,3460,"Undirected",0.0130293159609121,614,8
3100,3460,"Undirected",0.931137724550898,334,311
3091,3460,"Undirected",0.00969305331179321,619,6
3090,3460,"Undirected",0.931137724550898,334,311
3121,3460,"Undirected",0.0206677265500795,629,13
3120,3460,"Undirected",0.938837920489297,327,307
3111,3460,"Undirected",0.00655737704918033,610,4
3110,3460,"Undirected",0.93993993993994,333,313
3131,3460,"Undirected",0.954268292682927,328,313
3130,3460,"Undirected",0.00321027287319422,623,2
2921,3460,"Undirected",0.0740740740740741,324,24
2920,3460,"Undirected",0.452830188679245,636,288
2931,3460,"Undirected",0.598784194528875,329,197
2930,3460,"Undirected",0.198098256735341,631,125
2961,3460,"Undirected",0.0144927536231884,621,9
2960,3460,"Undirected",0.931547619047619,336,313
3331,3460,"Undirected",0.782874617737003,327,256
3330,3460,"Undirected",0.00966183574879227,621,6
3320,3460,"Undirected",0.948170731707317,328,311
3311,3460,"Undirected",0.0144927536231884,621,9
3310,3460,"Undirected",0.922619047619048,336,310
3451,3460,"Undirected",0.00355871886120996,562,2
3450,3460,"Undirected",0.960606060606061,330,317
3081,3321,"Undirected",0.419354838709677,93,39
3080,3321,"Undirected",0.00238663484486874,419,1
3071,3321,"Undirected",0.305369127516779,298,91
3070,3321,"Undirected",0.00478468899521531,418,2
3101,3321,"Undirected",0.312080536912752,298,93
3091,3321,"Undirected",0.308970099667774,301,93
3121,3321,"Undirected",0.292452830188679,318,93
3111,3321,"Undirected",0.320689655172414,290,93
3130,3321,"Undirected",0.308970099667774,301,93
2920,3321,"Undirected",0.155,600,93
2931,3321,"Undirected",0.00340136054421769,294,1
2930,3321,"Undirected",0.212471131639723,433,92
2961,3321,"Undirected",0.29126213592233,309,90
2960,3321,"Undirected",0.00480769230769231,416,2
3311,3321,"Undirected",0.295454545454545,308,91
3310,3321,"Undirected",0.00484261501210654,413,2
3080,3320,"Undirected",0.945454545454545,330,312
3070,3320,"Undirected",0.939577039274924,331,311
3101,3320,"Undirected",0.0132231404958678,605,8
3100,3320,"Undirected",0.904191616766467,334,302
3091,3320,"Undirected",0.00983606557377049,610,6
3090,3320,"Undirected",0.904191616766467,334,302
3121,3320,"Undirected",0.0144230769230769,624,9
3120,3320,"Undirected",0.934984520123839,323,302
3111,3320,"Undirected",0.00665557404326123,601,4
3110,3320,"Undirected",0.912912912912913,333,304
3131,3320,"Undirected",0.926829268292683,328,304
3130,3320,"Undirected",0.00325732899022801,614,2
2921,3320,"Undirected",0.0694006309148265,317,22
2920,3320,"Undirected",0.443217665615142,634,281
2931,3320,"Undirected",0.590769230769231,325,192
2930,3320,"Undirected",0.193290734824281,626,121
2961,3320,"Undirected",0.00161290322580645,620,1
2960,3320,"Undirected",0.951219512195122,328,312
3311,3320,"Undirected",0.00161290322580645,620,1
